report_school_year,aggregation_type,School,lea_beds,District,nrc_code,District_Desc,county_code,county_name,nyc_ind,boces_code,boces_name,subgroup_name,enrollment_count,graduation_count,graduation_percentage,regents_diploma_count,regents_diploma_percentage,advanced_regents_diploma_count,advanced_regents_diploma_percentage,ged_count,ged_percentage,dropout_count,dropout_percentage
2018-19,School,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH SCHOOL,3.21E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #10,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,115,14,0.12,10,0.09,0,0,5,0.04,45,0.39
2018-19,School,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,3.21E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #10,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,103,67,0.65,54,0.52,13,0.13,0,0,13,0.13
2018-19,School,BRONX COLLABORATIVE HIGH SCHOOL,3.21E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #10,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,120,85,0.71,80,0.67,0,0,2,0.02,7,0.06
2018-19,School,WORLD VIEW HIGH SCHOOL,3.21E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #10,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,109,101,0.93,72,0.66,0,0,0,0,5,0.05
2018-19,School,KNOWLEDGE AND POWER PREP ACADEMY INTERNATIONAL HIGH SCHOOL,3.21E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #10,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,124,109,0.88,68,0.55,28,0.23,1,0.01,9,0.07
2018-19,School,ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPPORT,3.21E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #10,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,119,24,0.2,19,0.16,0,0,1,0.01,60,0.5
2018-19,School,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,3.21E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #10,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,102,83,0.81,59,0.58,2,0.02,0,0,13,0.13
2018-19,School,BELMONT PREPERATORY HIGH SCHOOL,3.21E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #10,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,87,72,0.83,46,0.53,21,0.24,0,0,4,0.05
2018-19,School,FORDHAM HIGH SCHOOL FOR THE ARTS,3.21E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #10,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,62,59,0.95,42,0.68,14,0.23,0,0,1,0.02
2018-19,School,FORDHAM LEADERSHIP ACADEMY FOR BUSINESS & TECHNOLOGY,3.21E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #10,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,64,57,0.89,43,0.67,5,0.08,1,0.02,4,0.06
2018-19,School,BRONX HIGH SCHOOL-LAW AND COMMUNITY SERVICE,3.21E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #10,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,83,79,0.95,68,0.82,3,0.04,0,0,3,0.04
2018-19,School,DE WITT CLINTON HIGH SCHOOL,3.21E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #10,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,307,239,0.78,142,0.46,22,0.07,6,0.02,38,0.12
2018-19,School,THE CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC,3.21E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #10,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,96,93,0.97,62,0.65,22,0.23,0,0,1,0.01
2018-19,School,BRONX HIGH SCHOOL OF SCIENCE,3.21E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #10,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,741,738,1,42,0.06,696,0.94,0,0,0,0
2018-19,School,MARBLE HILL HIGH SCHOOL OF INTERNATIONAL STUDIES,3.21E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #10,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,112,106,0.95,59,0.53,47,0.42,0,0,2,0.02
2018-19,School,CROTONA INTERNATIONAL HIGH SCHOOL,3.21E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #10,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,85,63,0.74,55,0.65,0,0,0,0,12,0.14
2018-19,School,BRONX THEATRE HS,3.21E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #10,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,79,66,0.84,48,0.61,4,0.05,1,0.01,7,0.09
2018-19,School,DISCOVERY HS,3.21E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #10,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,116,99,0.85,83,0.72,6,0.05,0,0,10,0.09
2018-19,School,HIGH SCHOOL FOR ENERGY AND TECHNOLOGY,3.21E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #10,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,104,78,0.75,65,0.63,5,0.05,1,0.01,9,0.09
2018-19,School,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,3.21E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #10,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,100,100,1,1,0.01,99,0.99,0,0,0,0
2018-19,School,NEW VISIONS CHARTER HIGH SCHOOL FOR HUMANITIES (THE),3.21001E+11,NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES,7,Charters,32,BRONX,1,3090,NEW YORK CITY,All Students,146,144,0.99,114,0.78,19,0.13,0,0,0,0
2018-19,School,INTERNATIONAL LEADERSHIP CHARTER SCHOOL,3.21001E+11,INTERNATIONAL LEADERSHIP CHARTER  HIGH SCHOOL,7,Charters,32,BRONX,1,3090,NEW YORK CITY,All Students,88,79,0.9,76,0.86,0,0,0,0,5,0.06
2018-19,School,NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENC,3.21001E+11,NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENC,7,Charters,32,BRONX,1,3090,NEW YORK CITY,All Students,114,104,0.91,90,0.79,7,0.06,0,0,0,0
2018-19,School,CHARTER HIGH SCHOOL FOR LAW AND SOCIAL JUSTICE,3.21001E+11,CHARTER HIGH SCHOOL FOR LAW AND SOCIAL JUSTICE,7,Charters,32,BRONX,1,3090,NEW YORK CITY,All Students,109,83,0.76,77,0.71,0,0,0,0,0,0
2018-19,School,I.S. 181 PABLO CASALS,3.211E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #11,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,-,-,-,-,-,-,-,-,-,-,-
2018-19,School,BRONX HEALTH SCIENCES HIGH SCHOOL,3.211E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #11,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,47,47,1,37,0.79,9,0.19,0,0,0,0
2018-19,School,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS,3.211E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #11,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,94,67,0.71,55,0.59,0,0,1,0.01,9,0.1
2018-19,School,BRONX LAB SCHOOL,3.211E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #11,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,101,77,0.76,71,0.7,0,0,0,0,10,0.1
2018-19,School,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP,3.211E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #11,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,105,74,0.7,54,0.51,0,0,3,0.03,18,0.17
2018-19,School,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,3.211E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #11,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,108,90,0.83,76,0.7,11,0.1,1,0.01,6,0.06
2018-19,School,COLLEGIATE INSTITUTE OF MATH AND SCIENCE,3.211E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #11,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,156,140,0.9,71,0.46,61,0.39,0,0,7,0.04
2018-19,School,BRONX ACADEMY OF HEALTH CAREERS,3.211E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #11,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,84,71,0.85,41,0.49,9,0.11,0,0,5,0.06
2018-19,School,ASTOR COLLEGIATE HIGH SCHOOL,3.211E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #11,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,109,78,0.72,73,0.67,0,0,2,0.02,4,0.04
2018-19,School,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,3.211E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #11,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,116,89,0.77,65,0.56,4,0.03,0,0,19,0.16
2018-19,School,HARRY S. TRUMAN HIGH SCHOOL,3.211E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #11,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,513,378,0.74,310,0.6,38,0.07,2,0,83,0.16
2018-19,School,BRONXDALE HIGH SCHOOL,3.211E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #11,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,111,90,0.81,67,0.6,3,0.03,0,0,8,0.07
2018-19,School,HIGH SCHOOL FOR LANGUAGE AND INNOVATION,3.211E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #11,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,96,80,0.83,51,0.53,22,0.23,0,0,11,0.11
2018-19,School,NEW WORLD HIGH SCHOOL,3.211E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #11,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,79,66,0.84,47,0.59,17,0.22,2,0.03,3,0.04
2018-19,School,THE BRONX PREPARATORY ACADEMY,3.211E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #11,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,96,61,0.64,52,0.54,0,0,2,0.02,17,0.18
2018-19,School,PELHAM PREP ACADEMY,3.211E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #11,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,140,121,0.86,77,0.55,11,0.08,2,0.01,12,0.09
2018-19,School,HIGH SCHOOL FOR CONTEMPORARY ARTS,3.211E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #11,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,147,120,0.82,87,0.59,7,0.05,0,0,19,0.13
2018-19,School,BRONX AEROSPACE ACADEMY,3.211E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #11,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,86,57,0.66,38,0.44,0,0,1,0.01,14,0.16
2018-19,School,EQUALITY CHARTER SCHOOL,3.21101E+11,EQUALITY CHARTER SCHOOL,7,Charters,32,BRONX,1,3090,NEW YORK CITY,All Students,95,85,0.89,60,0.63,17,0.18,0,0,0,0
2018-19,School,MOTT HALL V,3.212E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #12,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,99,84,0.85,49,0.49,25,0.25,1,0.01,6,0.06
2018-19,School,URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION,3.212E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #12,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,6,0,0,0,0,0,0,1,0.17,5,0.83
2018-19,School,METROPOLITAN HIGH SCHOOL (THE),3.212E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #12,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,114,67,0.59,45,0.39,0,0,1,0.01,29,0.25
2018-19,School,EXPLORATIONS ACADEMY,3.212E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #12,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,100,65,0.65,39,0.39,7,0.07,3,0.03,18,0.18
2018-19,School,BRONX LATIN SCHOOL,3.212E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #12,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,91,82,0.9,53,0.58,18,0.2,0,0,2,0.02
2018-19,School,EAST BRONX ACADEMY FOR THE FUTURE,3.212E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #12,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,114,86,0.75,71,0.62,6,0.05,4,0.04,12,0.11
2018-19,School,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,3.212E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #12,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,117,99,0.85,96,0.82,0,0,0,0,10,0.09
2018-19,School,ARTURO SCHOMBURG SATELLITE ACADEMY-BRONX,3.212E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #12,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,104,26,0.25,24,0.23,0,0,5,0.05,20,0.19
2018-19,School,THE CINEMA SCHOOL,3.212E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #12,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,67,66,0.99,54,0.81,3,0.04,0,0,0,0
2018-19,School,BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL,3.212E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #12,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,83,49,0.59,40,0.48,1,0.01,2,0.02,17,0.2
2018-19,School,BRONX REGIONAL HIGH SCHOOL,3.212E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #12,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,77,9,0.12,9,0.12,0,0,6,0.08,16,0.21
2018-19,School,BRONX ENVISION ACADEMY,3.212E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #12,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,107,79,0.74,54,0.5,9,0.08,5,0.05,11,0.1
2018-19,School,METROPOLITAN SOUNDVIEW HIGH SCHOOL (THE),3.212E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #12,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,108,78,0.72,62,0.57,2,0.02,2,0.02,17,0.16
2018-19,School,HIGH SCHOOL OF WORLD CULTURES,3.212E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #12,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,114,66,0.58,59,0.52,7,0.06,1,0.01,19,0.17
2018-19,School,FANNIE LOU HAMER FREEDOM SCHOOL,3.212E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #12,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,122,89,0.73,83,0.68,0,0,2,0.02,16,0.13
2018-19,School,WINGS ACADEMY,3.212E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #12,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,93,58,0.62,48,0.52,0,0,0,0,17,0.18
2018-19,School,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,3.212E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #12,1,NYC,32,BRONX,1,3090,NEW YORK CITY,All Students,9,0,0,0,0,0,0,1,0.11,8,0.89
2018-19,School,BRONX LIGHTHOUSE CHARTER SCHOOL,3.21201E+11,BRONX LIGHTHOUSE CHARTER SCHOOL,7,Charters,32,BRONX,1,3090,NEW YORK CITY,All Students,58,51,0.88,41,0.71,10,0.17,2,0.03,3,0.05
2018-19,School,DR RICHARD IZQUIERDO HEALTH AND SCIENCE CHARTER SCHOOL,3.21201E+11,DR RICHARD IZQUIERDO HEALTH AND SCIENCE CHARTER SCHOOL,7,Charters,32,BRONX,1,3090,NEW YORK CITY,All Students,80,64,0.8,32,0.4,29,0.36,0,0,0,0
2018-19,School,ROADS CHARTER SCHOOL II,3.21201E+11,NEW VISIONS AIM CHARTER HIGH SCHOOL II,7,Charters,32,BRONX,1,3090,NEW YORK CITY,All Students,86,17,0.2,2,0.02,0,0,4,0.05,25,0.29
2018-19,School,DR SUSAN S MCKINNEY SECONDARY SCHOOL,3.313E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #13,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,55,38,0.69,31,0.56,1,0.02,0,0,1,0.02
2018-19,School,URBAN ASSEMBLY SCHOOL FOR MUSIC AND ART,3.313E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #13,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,50,43,0.86,30,0.6,0,0,0,0,3,0.06
2018-19,School,BROOKLYN COMMUNITY ARTS AND MEDIA HIGH SCHOOL,3.313E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #13,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,87,72,0.83,61,0.7,0,0,1,0.01,9,0.1
2018-19,School,SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCI  TECH AND CREATIVE,3.313E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #13,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,110,105,0.95,86,0.78,10,0.09,0,0,3,0.03
2018-19,School,BROOKLYN TECHNICAL HIGH SCHOOL,3.313E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #13,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,1417,1372,0.97,116,0.08,1256,0.89,1,0,5,0
2018-19,School,BROOKLYN INTERNATIONAL HIGH SCHOOL AT WATERS EDGE,3.313E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #13,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,105,77,0.73,73,0.7,0,0,0,0,11,0.1
2018-19,School,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,3.313E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #13,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,96,92,0.96,85,0.89,0,0,0,0,2,0.02
2018-19,School,DEAN STREET SCHOOL (THE),3.313E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #13,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,44,32,0.73,25,0.57,0,0,0,0,3,0.07
2018-19,School,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,3.313E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #13,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,70,63,0.9,42,0.6,4,0.06,0,0,1,0.01
2018-19,School,BROOKLYN ACADEMY HIGH SCHOOL,3.313E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #13,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,89,15,0.17,8,0.09,0,0,1,0.01,28,0.31
2018-19,School,BEDFORD STUYVESANT PREPRETORY HIGH SCHOOL,3.313E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #13,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,-,-,-,-,-,-,-,-,-,-,-
2018-19,School,BEDFORD ACADEMY HIGH SCHOOL,3.313E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #13,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,72,71,0.99,59,0.82,12,0.17,0,0,0,0
2018-19,School,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCHOOL,3.313E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #13,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,144,133,0.92,104,0.72,9,0.06,1,0.01,3,0.02
2018-19,School,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,3.313E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #13,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,62,4,0.06,2,0.03,0,0,0,0,8,0.13
2018-19,School,BENJAMIN BANNEKER ACADEMY,3.313E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #13,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,190,186,0.98,130,0.68,52,0.27,0,0,1,0.01
2018-19,School,CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING  ARCHITECTURE AN,3.313E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #13,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,83,71,0.86,65,0.78,0,0,1,0.01,4,0.05
2018-19,School,LEADERSHIP PREPARATORY CHARTER SCHOOL,3.31301E+11,LEADERSHIP PREPARATORY BEDFORD STUYVESANT CHARTER SCHOOL,7,Charters,33,KINGS,1,3090,NEW YORK CITY,All Students,55,44,0.8,42,0.76,2,0.04,1,0.02,0,0
2018-19,School,URBAN DOVE CHARTER SCHOOL,3.31301E+11,URBAN DOVE TEAM CHARTER SCHOOL,7,Charters,33,KINGS,1,3090,NEW YORK CITY,All Students,77,9,0.12,5,0.06,0,0,0,0,14,0.18
2018-19,School,UNITY PREPARATORY CHARTER SCHOOL OF BROOKLYN,3.31301E+11,UNITY PREPARATORY CHARTER SCHOOL OF BROOKLYN,7,Charters,33,KINGS,1,3090,NEW YORK CITY,All Students,-,-,-,-,-,-,-,-,-,-,-
2018-19,School,JHS 71 JUAN MOREL CAMPOS,3.314E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #14,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,97,58,0.6,48,0.49,1,0.01,2,0.02,14,0.14
2018-19,School,BROOKLYN LATIN SCHOOL (THE),3.314E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #14,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,156,152,0.97,51,0.33,101,0.65,0,0,0,0
2018-19,School,WILLIAMSBURG HIGH SCHOOL FOR ART AND TECHNOLOGY,3.314E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #14,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,71,58,0.82,37,0.52,0,0,0,0,10,0.14
2018-19,School,PROGRESS HIGH SCHOOL,3.314E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #14,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,222,170,0.77,133,0.6,0,0,0,0,18,0.08
2018-19,School,SCHOOL FOR LEGAL STUDIES,3.314E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #14,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,84,63,0.75,24,0.29,0,0,2,0.02,6,0.07
2018-19,School,HIGH SCHOOL OF ENTERPRISE  BUSINESS & TECHNOLOGY,3.314E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #14,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,179,143,0.8,111,0.62,7,0.04,1,0.01,17,0.09
2018-19,School,BROOKLYN PREPARATORY HIGH SCHOOL,3.314E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #14,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,138,129,0.93,116,0.84,0,0,1,0.01,1,0.01
2018-19,School,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,3.314E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #14,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,124,120,0.97,108,0.87,12,0.1,1,0.01,1,0.01
2018-19,School,WILLIAMSBURG PREPARATORY SCHOOL,3.314E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #14,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,151,145,0.96,106,0.7,27,0.18,0,0,1,0.01
2018-19,School,LYONS COMMUNITY SCHOOL,3.314E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #14,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,76,55,0.72,55,0.72,0,0,0,0,4,0.05
2018-19,School,AUTOMOTIVE HIGH SCHOOL,3.314E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #14,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,79,56,0.71,42,0.53,0,0,4,0.05,9,0.11
2018-19,School,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,3.314E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #14,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,31,30,0.97,20,0.65,8,0.26,0,0,1,0.03
2018-19,School,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,3.314E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #14,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,56,44,0.79,44,0.79,0,0,0,0,2,0.04
2018-19,School,WILLIAMSBURG CHARTER HIGH SCHOOL,3.31401E+11,WILLIAMSBURG CHARTER HIGH SCHOOL,7,Charters,33,KINGS,1,3090,NEW YORK CITY,All Students,258,212,0.82,180,0.7,6,0.02,3,0.01,4,0.02
2018-19,School,BELIEVE NORTHSIDE CHARTER HIGH SCHOOL,3.31401E+11,NORTHSIDE CHARTER HIGH SCHOOL,7,Charters,33,KINGS,1,3090,NEW YORK CITY,All Students,87,75,0.86,63,0.72,2,0.02,0,0,2,0.02
2018-19,School,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES,3.315E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #15,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,95,85,0.89,85,0.89,0,0,0,0,6,0.06
2018-19,School,BROOKLYN FRONTIERS HIGH SCHOOL,3.315E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #15,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,101,18,0.18,11,0.11,0,0,4,0.04,43,0.43
2018-19,School,BROOKLYN SCHOOL FOR GLOBAL STUDIES,3.315E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #15,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,43,42,0.98,32,0.74,1,0.02,0,0,0,0
2018-19,School,SECONDARY SCHOOL FOR LAW,3.315E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #15,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,75,68,0.91,53,0.71,5,0.07,1,0.01,2,0.03
2018-19,School,SECONDARY SCHOOL FOR JOURNALISM,3.315E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #15,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,58,38,0.66,37,0.64,0,0,1,0.02,11,0.19
2018-19,School,SECONDARY SCHOOL FOR RESEARCH,3.315E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #15,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,98,84,0.86,66,0.67,2,0.02,0,0,4,0.04
2018-19,School,BOERUM SCHOOL FOR INTERNATIONAL STUDIES (THE),3.315E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #15,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,51,37,0.73,36,0.71,0,0,0,0,0,0
2018-19,School,COBBLE HILL SCHOOL FOR AMERICAN STUDIES,3.315E+11,NEW YORK CITY GEOGRAPHIC DISTRICT #15,1,NYC,33,KINGS,1,3090,NEW YORK CITY,All Students,145,126,0.87,92,0.63,3,0.02,1,0.01,6,0.04
