report_school_year,aggregation_type,School,lea_beds,District,nrc_code,District_Desc,county_code,county_name,nyc_ind,boces_code,boces_name,subgroup_name,enrollment_count,graduation_count,graduation_percentage,regents_diploma_count,regents_diploma_percentage,advanced_regents_diploma_count,advanced_regents_diploma_percentage,ged_count,ged_percentage,dropout_count,dropout_percentage
2018-19,School,ISLIP HIGH SCHOOL,5.80502E+11,ISLIP UNION FREE SCHOOL DISTRICT,5,Average Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,234,221,0.94,76,0.32,141,0.6,0,0,6,0.03
2018-19,School,EAST ISLIP HIGH SCHOOL,5.80503E+11,EAST ISLIP UNION FREE SCHOOL DISTRICT,5,Average Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,297,278,0.94,59,0.2,211,0.71,0,0,9,0.03
2018-19,School,SAYVILLE HIGH SCHOOL,5.80504E+11,SAYVILLE UNION FREE SCHOOL DISTRICT,6,Low Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,241,240,1,40,0.17,190,0.79,0,0,0,0
2018-19,School,BAYPORT-BLUE POINT HIGH SCHOOL,5.80505E+11,BAYPORT-BLUE POINT UNION FREE SCHOOL DISTRICT,6,Low Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,188,186,0.99,34,0.18,148,0.79,0,0,0,0
2018-19,School,HAUPPAUGE HIGH SCHOOL,5.80506E+11,HAUPPAUGE UNION FREE SCHOOL DISTRICT,6,Low Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,278,265,0.95,68,0.24,196,0.71,0,0,3,0.01
2018-19,School,CONNETQUOT HIGH SCHOOL,5.80507E+11,CONNETQUOT CENTRAL SCHOOL DISTRICT,5,Average Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,498,487,0.98,145,0.29,325,0.65,0,0,4,0.01
2018-19,School,WEST ISLIP SENIOR HIGH SCHOOL,5.80509E+11,WEST ISLIP UNION FREE SCHOOL DISTRICT,6,Low Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,366,362,0.99,95,0.26,255,0.7,0,0,1,0
2018-19,School,BRENTWOOD HIGH SCHOOL,5.80512E+11,BRENTWOOD UNION FREE SCHOOL DISTRICT,3,Urban-Suburban High Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,1527,1140,0.75,752,0.49,336,0.22,0,0,239,0.16
2018-19,School,CENTRAL ISLIP SENIOR HIGH SCHOOL,5.80513E+11,CENTRAL ISLIP UNION FREE SCHOOL DISTRICT,3,Urban-Suburban High Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,496,420,0.85,315,0.64,79,0.16,0,0,11,0.02
2018-19,School,SHOREHAM-WADING RIVER HIGH SCHOOL,5.80601E+11,SHOREHAM-WADING RIVER CENTRAL SCHOOL DISTRICT,6,Low Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,190,185,0.97,42,0.22,137,0.72,0,0,2,0.01
2018-19,School,RIVERHEAD SENIOR HIGH SCHOOL,5.80602E+11,RIVERHEAD CENTRAL SCHOOL DISTRICT,5,Average Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,426,350,0.82,170,0.4,153,0.36,0,0,47,0.11
2018-19,School,LITTLE FLOWER SCHOOL,5.80603E+11,LITTLE FLOWER UNION FREE SCHOOL DISTRICT,5,Average Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,-,-,-,-,-,-,-,-,-,-,-
2018-19,School,SHELTER ISLAND SCHOOL,5.80701E+11,SHELTER ISLAND UNION FREE SCHOOL DISTRICT,6,Low Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,20,20,1,6,0.3,12,0.6,0,0,0,0
2018-19,School,SMITHTOWN HIGH SCHOOL EAST,5.80801E+11,SMITHTOWN CENTRAL SCHOOL DISTRICT,6,Low Needs,58,SUFFOLK,0,5893,WESTERN SUFFOLK,All Students,404,390,0.97,106,0.26,275,0.68,1,0,3,0.01
2018-19,School,SMITHTOWN HIGH SCHOOL,5.80801E+11,SMITHTOWN CENTRAL SCHOOL DISTRICT,6,Low Needs,58,SUFFOLK,0,5893,WESTERN SUFFOLK,All Students,411,390,0.95,79,0.19,291,0.71,1,0,5,0.01
2018-19,School,KINGS PARK HIGH SCHOOL,5.80805E+11,KINGS PARK CENTRAL SCHOOL DISTRICT,6,Low Needs,58,SUFFOLK,0,5893,WESTERN SUFFOLK,All Students,301,296,0.98,60,0.2,218,0.72,0,0,2,0.01
2018-19,School,WESTHAMPTON BEACH SENIOR HIGH SCHOOL,5.80902E+11,WESTHAMPTON BEACH UNION FREE SCHOOL DISTRICT,6,Low Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,244,228,0.93,52,0.21,167,0.68,0,0,6,0.02
2018-19,School,HAMPTON BAYS SECONDARY SCHOOL,5.80905E+11,HAMPTON BAYS UNION FREE SCHOOL DISTRICT,5,Average Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,156,145,0.93,62,0.4,75,0.48,0,0,6,0.04
2018-19,School,SOUTHAMPTON SENIOR HIGH SCHOOL,5.80906E+11,SOUTHAMPTON UNION FREE SCHOOL DISTRICT,6,Low Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,159,132,0.83,51,0.32,66,0.42,0,0,9,0.06
2018-19,School,BRIDGEHAMPTON SCHOOL,5.80909E+11,BRIDGEHAMPTON UNION FREE SCHOOL DISTRICT,6,Low Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,16,14,0.88,7,0.44,7,0.44,0,0,0,0
2018-19,School,EASTPORT-SOUTH MANOR JUNIOR SENIOR HIGH SCHOOL,5.80912E+11,EASTPORT-SOUTH MANOR CSD,6,Low Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,305,292,0.96,122,0.4,151,0.5,0,0,6,0.02
2018-19,School,FISHERS ISLAND SCHOOL,5.81004E+11,FISHERS ISLAND UNION FREE SCHOOL DISTRICT,6,Low Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,-,-,-,-,-,-,-,-,-,-,-
2018-19,School,SOUTHOLD JUNIOR-SENIOR HIGH SCHOOL,5.81005E+11,SOUTHOLD UNION FREE SCHOOL DISTRICT,6,Low Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,68,58,0.85,29,0.43,26,0.38,0,0,5,0.07
2018-19,School,GREENPORT HIGH SCHOOL,5.8101E+11,GREENPORT UNION FREE SCHOOL DISTRICT,5,Average Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,73,44,0.6,24,0.33,15,0.21,0,0,17,0.23
2018-19,School,MATTITUCK JUNIOR-SENIOR HIGH SCHOOL,5.81012E+11,MATTITUCK-CUTCHOGUE UNION FREE SCHOOL DISTRICT,6,Low Needs,58,SUFFOLK,0,5891,EASTERN SUFFOLK,All Students,136,122,0.9,52,0.38,67,0.49,0,0,6,0.04
2018-19,School,FALLSBURG JUNIOR SENIOR HIGH SCHOOL,5.90501E+11,FALLSBURG CENTRAL SCHOOL DISTRICT,4,Rural High Needs,59,SULLIVAN,0,5990,SULLIVAN,All Students,99,73,0.74,41,0.41,18,0.18,0,0,19,0.19
2018-19,School,ELDRED JUNIOR-SENIOR HIGH SCHOOL,5.90801E+11,ELDRED CENTRAL SCHOOL DISTRICT,5,Average Needs,59,SULLIVAN,0,5990,SULLIVAN,All Students,44,40,0.91,19,0.43,17,0.39,0,0,3,0.07
2018-19,School,LIBERTY MIDDLE/HIGH SCHOOL,5.90901E+11,LIBERTY CENTRAL SCHOOL DISTRICT,4,Rural High Needs,59,SULLIVAN,0,5990,SULLIVAN,All Students,142,105,0.74,62,0.44,33,0.23,1,0.01,20,0.14
2018-19,School,TRI-VALLEY HIGH SCHOOL,5.91201E+11,TRI-VALLEY CENTRAL SCHOOL DISTRICT,5,Average Needs,59,SULLIVAN,0,5990,SULLIVAN,All Students,85,66,0.78,37,0.44,26,0.31,0,0,11,0.13
2018-19,School,ROSCOE CENTRAL SCHOOL,5.91301E+11,ROSCOE CENTRAL SCHOOL DISTRICT,5,Average Needs,59,SULLIVAN,0,5990,SULLIVAN,All Students,16,16,1,9,0.56,6,0.38,0,0,0,0
2018-19,School,LIVINGSTON MANOR HIGH SCHOOL,5.91302E+11,LIVINGSTON MANOR CENTRAL SCHOOL DISTRICT,4,Rural High Needs,59,SULLIVAN,0,5990,SULLIVAN,All Students,23,17,0.74,8,0.35,8,0.35,1,0.04,4,0.17
2018-19,School,MONTICELLO HIGH SCHOOL,5.91401E+11,MONTICELLO CENTRAL SCHOOL DISTRICT,4,Rural High Needs,59,SULLIVAN,0,5990,SULLIVAN,All Students,248,224,0.9,121,0.49,70,0.28,2,0.01,15,0.06
2018-19,School,SULLIVAN WEST HIGH SCHOOL AT LAKE HUNTINGTON,5.91502E+11,SULLIVAN WEST CENTRAL SCHOOL DISTRICT,5,Average Needs,59,SULLIVAN,0,5990,SULLIVAN,All Students,97,87,0.9,48,0.49,33,0.34,0,0,7,0.07
2018-19,School,WAVERLY  HIGH SCHOOL,6.00101E+11,WAVERLY CENTRAL SCHOOL DISTRICT,4,Rural High Needs,60,TIOGA,0,5590,SCHUYLER-STEUBEN-CHEMUNG-TIOGA-ALLEGANY,All Students,120,101,0.84,47,0.39,47,0.39,0,0,12,0.1
2018-19,School,CANDOR JUNIOR-SENIOR HIGH SCHOOL,6.00301E+11,CANDOR CENTRAL SCHOOL DISTRICT,4,Rural High Needs,60,TIOGA,0,6190,TOMPKINS-SENECA-TIOGA,All Students,53,44,0.83,16,0.3,18,0.34,1,0.02,3,0.06
2018-19,School,NEWARK VALLEY SENIOR HIGH SCHOOL,6.00402E+11,NEWARK VALLEY CENTRAL SCHOOL DISTRICT,5,Average Needs,60,TIOGA,0,390,BROOME-DELAWARE-TIOGA,All Students,78,73,0.94,44,0.56,24,0.31,0,0,2,0.03
2018-19,School,OWEGO FREE ACADEMY,6.00601E+11,OWEGO-APALACHIN CENTRAL SCHOOL DISTRICT,5,Average Needs,60,TIOGA,0,390,BROOME-DELAWARE-TIOGA,All Students,164,153,0.93,65,0.4,78,0.48,0,0,6,0.04
2018-19,School,SPENCER-VAN ETTEN  HIGH SCHOOL,6.00801E+11,SPENCER-VAN ETTEN CENTRAL SCHOOL DISTRICT,4,Rural High Needs,60,TIOGA,0,5590,SCHUYLER-STEUBEN-CHEMUNG-TIOGA-ALLEGANY,All Students,66,57,0.86,32,0.48,21,0.32,0,0,3,0.05
2018-19,School,TIOGA SENIOR HIGH SCHOOL,6.00903E+11,TIOGA CENTRAL SCHOOL DISTRICT,4,Rural High Needs,60,TIOGA,0,390,BROOME-DELAWARE-TIOGA,All Students,62,58,0.94,35,0.56,23,0.37,0,0,4,0.06
2018-19,School,DRYDEN HIGH SCHOOL,6.10301E+11,DRYDEN CENTRAL SCHOOL DISTRICT,5,Average Needs,61,TOMPKINS,0,6190,TOMPKINS-SENECA-TIOGA,All Students,119,109,0.92,56,0.47,42,0.35,3,0.03,4,0.03
2018-19,School,GEORGE JUNIOR REPUBLIC SCHOOL,6.10327E+11,GEORGE JUNIOR REPUBLIC UNION FREE SCHOOL DISTRICT,5,Average Needs,61,TOMPKINS,0,6190,TOMPKINS-SENECA-TIOGA,All Students,11,3,0.27,2,0.18,0,0,0,0,6,0.55
2018-19,School,GROTON HIGH SCHOOL,6.10501E+11,GROTON CENTRAL SCHOOL DISTRICT,5,Average Needs,61,TOMPKINS,0,6190,TOMPKINS-SENECA-TIOGA,All Students,54,50,0.93,24,0.44,19,0.35,0,0,2,0.04
2018-19,School,ITHACA SENIOR HIGH SCHOOL,6.106E+11,ITHACA CITY SCHOOL DISTRICT,5,Average Needs,61,TOMPKINS,0,6190,TOMPKINS-SENECA-TIOGA,All Students,322,291,0.9,85,0.26,198,0.61,4,0.01,18,0.06
2018-19,School,LEHMAN ALTERNATIVE COMMUNITY SCHOOL,6.106E+11,ITHACA CITY SCHOOL DISTRICT,5,Average Needs,61,TOMPKINS,0,6190,TOMPKINS-SENECA-TIOGA,All Students,42,39,0.93,39,0.93,0,0,0,0,0,0
2018-19,School,NEW ROOTS CHARTER SCHOOL,6.10601E+11,NEW ROOTS CHARTER SCHOOL,7,Charters,61,TOMPKINS,0,6190,TOMPKINS-SENECA-TIOGA,All Students,32,27,0.84,26,0.81,0,0,0,0,2,0.06
2018-19,School,LANSING HIGH SCHOOL,6.10801E+11,LANSING CENTRAL SCHOOL DISTRICT,5,Average Needs,61,TOMPKINS,0,6190,TOMPKINS-SENECA-TIOGA,All Students,81,75,0.93,28,0.35,46,0.57,1,0.01,2,0.02
2018-19,School,NEWFIELD SENIOR HIGH SCHOOL,6.10901E+11,NEWFIELD CENTRAL SCHOOL DISTRICT,4,Rural High Needs,61,TOMPKINS,0,6190,TOMPKINS-SENECA-TIOGA,All Students,49,46,0.94,21,0.43,17,0.35,0,0,2,0.04
2018-19,School,CHARLES O. DICKERSON HIGH SCHOOL,6.11001E+11,TRUMANSBURG CENTRAL SCHOOL DISTRICT,5,Average Needs,61,TOMPKINS,0,6190,TOMPKINS-SENECA-TIOGA,All Students,63,60,0.95,30,0.48,26,0.41,0,0,2,0.03
2018-19,School,KINGSTON  HIGH SCHOOL,6.206E+11,KINGSTON CITY SCHOOL DISTRICT,5,Average Needs,62,ULSTER,0,6290,ULSTER,All Students,507,419,0.83,229,0.45,143,0.28,4,0.01,62,0.12
2018-19,School,HIGHLAND HIGH SCHOOL,6.20803E+11,HIGHLAND CENTRAL SCHOOL DISTRICT,5,Average Needs,62,ULSTER,0,6290,ULSTER,All Students,143,132,0.92,66,0.46,55,0.38,0,0,5,0.03
2018-19,School,RONDOUT VALLEY HIGH SCHOOL,6.20901E+11,RONDOUT VALLEY CENTRAL SCHOOL DISTRICT,5,Average Needs,62,ULSTER,0,6290,ULSTER,All Students,144,125,0.87,60,0.42,51,0.35,0,0,6,0.04
2018-19,School,MARLBORO CENTRAL HIGH SCHOOL,6.21001E+11,MARLBORO CENTRAL SCHOOL DISTRICT,5,Average Needs,62,ULSTER,0,4490,ORANGE-ULSTER,All Students,154,144,0.94,73,0.47,61,0.4,0,0,4,0.03
2018-19,School,NEW PALTZ SENIOR HIGH SCHOOL,6.21101E+11,NEW PALTZ CENTRAL SCHOOL DISTRICT,5,Average Needs,62,ULSTER,0,6290,ULSTER,All Students,182,172,0.95,60,0.33,102,0.56,0,0,7,0.04
2018-19,School,ONTEORA HIGH SCHOOL,6.21201E+11,ONTEORA CENTRAL SCHOOL DISTRICT,5,Average Needs,62,ULSTER,0,6290,ULSTER,All Students,97,91,0.94,48,0.49,34,0.35,0,0,5,0.05
2018-19,School,SAUGERTIES SENIOR HIGH SCHOOL,6.21601E+11,SAUGERTIES CENTRAL SCHOOL DISTRICT,5,Average Needs,62,ULSTER,0,6290,ULSTER,All Students,223,197,0.88,92,0.41,93,0.42,1,0,16,0.07
2018-19,School,WALLKILL SENIOR HIGH SCHOOL,6.21801E+11,WALLKILL CENTRAL SCHOOL DISTRICT,5,Average Needs,62,ULSTER,0,6290,ULSTER,All Students,225,205,0.91,118,0.52,78,0.35,0,0,12,0.05
2018-19,School,ELLENVILLE HIGH SCHOOL,6.22002E+11,ELLENVILLE CENTRAL SCHOOL DISTRICT,4,Rural High Needs,62,ULSTER,0,6290,ULSTER,All Students,115,102,0.89,66,0.57,28,0.24,0,0,5,0.04
2018-19,School,BOLTON CENTRAL SCHOOL,6.30101E+11,BOLTON CENTRAL SCHOOL DISTRICT,6,Low Needs,63,WARREN,0,6490,WASHINGTON-SARATOGA-WARREN-HAMILTON-ESSEX,All Students,16,11,0.69,7,0.44,4,0.25,0,0,0,0
2018-19,School,NORTH WARREN CENTRAL SCHOOL,6.30202E+11,NORTH WARREN CENTRAL SCHOOL DISTRICT,5,Average Needs,63,WARREN,0,6490,WASHINGTON-SARATOGA-WARREN-HAMILTON-ESSEX,All Students,32,24,0.75,13,0.41,11,0.34,0,0,3,0.09
2018-19,School,GLENS FALLS SENIOR HIGH SCHOOL,6.303E+11,GLENS FALLS CITY SCHOOL DISTRICT,5,Average Needs,63,WARREN,0,6490,WASHINGTON-SARATOGA-WARREN-HAMILTON-ESSEX,All Students,153,121,0.79,52,0.34,56,0.37,7,0.05,12,0.08
2018-19,School,JOHNSBURG CENTRAL SCHOOL,6.30601E+11,JOHNSBURG CENTRAL SCHOOL DISTRICT,5,Average Needs,63,WARREN,0,6490,WASHINGTON-SARATOGA-WARREN-HAMILTON-ESSEX,All Students,18,14,0.78,10,0.56,4,0.22,0,0,3,0.17
2018-19,School,LAKE GEORGE JUNIOR-SENIOR HIGH SCHOOL,6.30701E+11,LAKE GEORGE CENTRAL SCHOOL DISTRICT,5,Average Needs,63,WARREN,0,6490,WASHINGTON-SARATOGA-WARREN-HAMILTON-ESSEX,All Students,70,66,0.94,28,0.4,35,0.5,1,0.01,1,0.01
2018-19,School,HADLEY-LUZERNE HIGH SCHOOL,6.30801E+11,HADLEY-LUZERNE CENTRAL SCHOOL DISTRICT,4,Rural High Needs,63,WARREN,0,6490,WASHINGTON-SARATOGA-WARREN-HAMILTON-ESSEX,All Students,57,45,0.79,26,0.46,17,0.3,0,0,8,0.14
2018-19,School,QUEENSBURY SENIOR HIGH SCHOOL,6.30902E+11,QUEENSBURY UNION FREE SCHOOL DISTRICT,5,Average Needs,63,WARREN,0,6490,WASHINGTON-SARATOGA-WARREN-HAMILTON-ESSEX,All Students,268,245,0.91,107,0.4,127,0.47,7,0.03,9,0.03
2018-19,School,WARRENSBURG JUNIOR-SENIOR HIGH SCHOOL,6.31201E+11,WARRENSBURG CENTRAL SCHOOL DISTRICT,5,Average Needs,63,WARREN,0,6490,WASHINGTON-SARATOGA-WARREN-HAMILTON-ESSEX,All Students,58,46,0.79,20,0.34,25,0.43,0,0,8,0.14
2018-19,School,ARGYLE HIGH SCHOOL,6.40101E+11,ARGYLE CENTRAL SCHOOL DISTRICT,5,Average Needs,64,WASHINGTON,0,6490,WASHINGTON-SARATOGA-WARREN-HAMILTON-ESSEX,All Students,33,30,0.91,18,0.55,9,0.27,0,0,2,0.06
2018-19,School,FORT ANN CENTRAL SCHOOL,6.40502E+11,FORT ANN CENTRAL SCHOOL DISTRICT,5,Average Needs,64,WASHINGTON,0,6490,WASHINGTON-SARATOGA-WARREN-HAMILTON-ESSEX,All Students,44,37,0.84,27,0.61,7,0.16,0,0,4,0.09
2018-19,School,FORT EDWARD SCHOOL,6.40601E+11,FORT EDWARD UNION FREE SCHOOL DISTRICT,5,Average Needs,64,WASHINGTON,0,6490,WASHINGTON-SARATOGA-WARREN-HAMILTON-ESSEX,All Students,27,22,0.81,7,0.26,11,0.41,0,0,2,0.07
2018-19,School,GRANVILLE JUNIOR-SENIOR HIGH SCHOOL,6.40701E+11,GRANVILLE CENTRAL SCHOOL DISTRICT,4,Rural High Needs,64,WASHINGTON,0,6490,WASHINGTON-SARATOGA-WARREN-HAMILTON-ESSEX,All Students,98,88,0.9,50,0.51,27,0.28,0,0,7,0.07
2018-19,School,GREENWICH JUNIOR-SENIOR HIGH SCHOOL,6.40801E+11,GREENWICH CENTRAL SCHOOL DISTRICT,5,Average Needs,64,WASHINGTON,0,6490,WASHINGTON-SARATOGA-WARREN-HAMILTON-ESSEX,All Students,76,69,0.91,24,0.32,42,0.55,3,0.04,2,0.03
2018-19,School,HARTFORD CENTRAL SCHOOL,6.41001E+11,HARTFORD CENTRAL SCHOOL DISTRICT,5,Average Needs,64,WASHINGTON,0,6490,WASHINGTON-SARATOGA-WARREN-HAMILTON-ESSEX,All Students,36,33,0.92,22,0.61,8,0.22,0,0,2,0.06
2018-19,School,HUDSON FALLS HIGH SCHOOL,6.41301E+11,HUDSON FALLS CENTRAL SCHOOL DISTRICT,4,Rural High Needs,64,WASHINGTON,0,6490,WASHINGTON-SARATOGA-WARREN-HAMILTON-ESSEX,All Students,175,144,0.82,87,0.5,51,0.29,0,0,14,0.08
2018-19,School,SALEM HIGH SCHOOL,6.41501E+11,SALEM CENTRAL SCHOOL DISTRICT,5,Average Needs,64,WASHINGTON,0,6490,WASHINGTON-SARATOGA-WARREN-HAMILTON-ESSEX,All Students,39,31,0.79,14,0.36,15,0.38,0,0,6,0.15
2018-19,School,CAMBRIDGE JUNIOR-SENIOR HIGH SCHOOL,6.4161E+11,CAMBRIDGE CENTRAL SCHOOL DISTRICT,5,Average Needs,64,WASHINGTON,0,6490,WASHINGTON-SARATOGA-WARREN-HAMILTON-ESSEX,All Students,71,64,0.9,21,0.3,39,0.55,0,0,4,0.06
2018-19,School,WHITEHALL CENTRAL SCHOOL,6.41701E+11,WHITEHALL CENTRAL SCHOOL DISTRICT,4,Rural High Needs,64,WASHINGTON,0,6490,WASHINGTON-SARATOGA-WARREN-HAMILTON-ESSEX,All Students,50,43,0.86,29,0.58,13,0.26,0,0,5,0.1
2018-19,School,NEWARK SENIOR HIGH SCHOOL,6.50101E+11,NEWARK CENTRAL SCHOOL DISTRICT,4,Rural High Needs,65,WAYNE,0,4390,ONTARIO-CAYUGA-SENECA-WAYNE-YATES(WAYNE-FINGER LAKES),All Students,166,150,0.9,82,0.49,59,0.36,0,0,10,0.06
2018-19,School,CLYDE JUNIOR-SENIOR HIGH SCHOOL,6.50301E+11,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,4,Rural High Needs,65,WAYNE,0,4390,ONTARIO-CAYUGA-SENECA-WAYNE-YATES(WAYNE-FINGER LAKES),All Students,50,39,0.78,18,0.36,17,0.34,0,0,6,0.12
2018-19,School,LYONS SENIOR HIGH SCHOOL,6.50501E+11,LYONS CENTRAL SCHOOL DISTRICT,4,Rural High Needs,65,WAYNE,0,4390,ONTARIO-CAYUGA-SENECA-WAYNE-YATES(WAYNE-FINGER LAKES),All Students,75,67,0.89,34,0.45,27,0.36,0,0,8,0.11
2018-19,School,MARION JUNIOR-SENIOR HIGH SCHOOL,6.50701E+11,MARION CENTRAL SCHOOL DISTRICT,5,Average Needs,65,WAYNE,0,4390,ONTARIO-CAYUGA-SENECA-WAYNE-YATES(WAYNE-FINGER LAKES),All Students,67,62,0.93,20,0.3,38,0.57,0,0,4,0.06
2018-19,School,WAYNE SENIOR HIGH SCHOOL,6.50801E+11,WAYNE CENTRAL SCHOOL DISTRICT,5,Average Needs,65,WAYNE,0,4390,ONTARIO-CAYUGA-SENECA-WAYNE-YATES(WAYNE-FINGER LAKES),All Students,179,170,0.95,61,0.34,99,0.55,0,0,6,0.03
2018-19,School,PALMYRA-MACEDON SENIOR HIGH SCHOOL,6.50901E+11,PALMYRA-MACEDON CENTRAL SCHOOL DISTRICT,5,Average Needs,65,WAYNE,0,4390,ONTARIO-CAYUGA-SENECA-WAYNE-YATES(WAYNE-FINGER LAKES),All Students,137,118,0.86,62,0.45,53,0.39,0,0,11,0.08
2018-19,School,RUBEN A CIRILLO HIGH SCHOOL,6.50902E+11,GANANDA CENTRAL SCHOOL DISTRICT,5,Average Needs,65,WAYNE,0,4390,ONTARIO-CAYUGA-SENECA-WAYNE-YATES(WAYNE-FINGER LAKES),All Students,84,77,0.92,23,0.27,53,0.63,0,0,4,0.05
2018-19,School,SODUS HIGH SCHOOL,6.51201E+11,SODUS CENTRAL SCHOOL DISTRICT,4,Rural High Needs,65,WAYNE,0,4390,ONTARIO-CAYUGA-SENECA-WAYNE-YATES(WAYNE-FINGER LAKES),All Students,78,69,0.88,38,0.49,25,0.32,0,0,5,0.06
2018-19,School,WILLIAMSON SENIOR HIGH SCHOOL,6.51402E+11,WILLIAMSON CENTRAL SCHOOL DISTRICT,5,Average Needs,65,WAYNE,0,4390,ONTARIO-CAYUGA-SENECA-WAYNE-YATES(WAYNE-FINGER LAKES),All Students,91,86,0.95,31,0.34,45,0.49,0,0,5,0.05
2018-19,School,NORTH ROSE-WOLCOTT HIGH SCHOOL,6.51501E+11,NORTH ROSE-WOLCOTT CENTRAL SCHOOL DISTRICT,4,Rural High Needs,65,WAYNE,0,4390,ONTARIO-CAYUGA-SENECA-WAYNE-YATES(WAYNE-FINGER LAKES),All Students,78,65,0.83,41,0.53,15,0.19,0,0,8,0.1
2018-19,School,RED CREEK HIGH SCHOOL,6.51503E+11,RED CREEK CENTRAL SCHOOL DISTRICT,4,Rural High Needs,65,WAYNE,0,4390,ONTARIO-CAYUGA-SENECA-WAYNE-YATES(WAYNE-FINGER LAKES),All Students,87,78,0.9,39,0.45,30,0.34,0,0,6,0.07
2018-19,School,JOHN JAY HIGH SCHOOL,6.60101E+11,KATONAH-LEWISBORO UNION FREE SCHOOL DISTRICT,6,Low Needs,66,WESTCHESTER,0,4890,PUTNAM-WESTCHESTER,All Students,254,253,1,243,0.96,0,0,0,0,0,0
2018-19,School,FOX LANE HIGH SCHOOL,6.60102E+11,BEDFORD CENTRAL SCHOOL DISTRICT,6,Low Needs,66,WESTCHESTER,0,4890,PUTNAM-WESTCHESTER,All Students,347,300,0.86,118,0.34,163,0.47,10,0.03,19,0.05
2018-19,School,CROTON-HARMON SENIOR HIGH SCHOOL,6.60202E+11,CROTON-HARMON UNION FREE SCHOOL DISTRICT,6,Low Needs,66,WESTCHESTER,0,4890,PUTNAM-WESTCHESTER,All Students,111,108,0.97,107,0.96,0,0,0,0,0,0
2018-19,School,HENDRICK HUDSON HIGH SCHOOL,6.60203E+11,HENDRICK HUDSON CENTRAL SCHOOL DISTRICT,6,Low Needs,66,WESTCHESTER,0,4890,PUTNAM-WESTCHESTER,All Students,199,186,0.93,155,0.78,14,0.07,1,0.01,7,0.04
2018-19,School,EASTCHESTER SENIOR HIGH SCHOOL,6.60301E+11,EASTCHESTER UNION FREE SCHOOL DISTRICT,6,Low Needs,66,WESTCHESTER,0,6690,WESTCHESTER,All Students,219,213,0.97,78,0.36,131,0.6,0,0,0,0
2018-19,School,TUCKAHOE HIGH SCHOOL,6.60302E+11,TUCKAHOE UNION FREE SCHOOL DISTRICT,6,Low Needs,66,WESTCHESTER,0,6690,WESTCHESTER,All Students,52,51,0.98,28,0.54,21,0.4,0,0,0,0
2018-19,School,BRONXVILLE HIGH SCHOOL,6.60303E+11,BRONXVILLE UNION FREE SCHOOL DISTRICT,6,Low Needs,66,WESTCHESTER,0,6690,WESTCHESTER,All Students,122,119,0.98,118,0.97,0,0,0,0,0,0
2018-19,School,SLEEPY HOLLOW HIGH SCHOOL,6.60401E+11,UNION FREE SCHOOL DISTRICT OF THE TARRYTOWNS,5,Average Needs,66,WESTCHESTER,0,6690,WESTCHESTER,All Students,206,187,0.91,94,0.46,82,0.4,1,0,5,0.02
2018-19,School,IRVINGTON HIGH SCHOOL,6.60402E+11,IRVINGTON UNION FREE SCHOOL DISTRICT,6,Low Needs,66,WESTCHESTER,0,6690,WESTCHESTER,All Students,143,129,0.9,31,0.22,95,0.66,0,0,3,0.02
2018-19,School,DOBBS FERRY HIGH SCHOOL,6.60403E+11,DOBBS FERRY UNION FREE SCHOOL DISTRICT,6,Low Needs,66,WESTCHESTER,0,6690,WESTCHESTER,All Students,128,128,1,59,0.46,65,0.51,0,0,0,0
2018-19,School,HASTINGS HIGH SCHOOL,6.60404E+11,HASTINGS-ON-HUDSON UNION FREE SCHOOL DISTRICT,6,Low Needs,66,WESTCHESTER,0,6690,WESTCHESTER,All Students,121,120,0.99,41,0.34,79,0.65,0,0,0,0
2018-19,School,ARDSLEY HIGH SCHOOL,6.60405E+11,ARDSLEY UNION FREE SCHOOL DISTRICT,6,Low Needs,66,WESTCHESTER,0,6690,WESTCHESTER,All Students,160,156,0.98,154,0.96,0,0,0,0,1,0.01
